Starting time: Sat Aug 24 13:24:10 CEST 2024
no change     /proj/gaia/RayDT/mamba_ray/condabin/conda
no change     /proj/gaia/RayDT/mamba_ray/bin/conda
no change     /proj/gaia/RayDT/mamba_ray/bin/conda-env
no change     /proj/gaia/RayDT/mamba_ray/bin/activate
no change     /proj/gaia/RayDT/mamba_ray/bin/deactivate
no change     /proj/gaia/RayDT/mamba_ray/etc/profile.d/conda.sh
no change     /proj/gaia/RayDT/mamba_ray/etc/fish/conf.d/conda.fish
no change     /proj/gaia/RayDT/mamba_ray/shell/condabin/Conda.psm1
no change     /proj/gaia/RayDT/mamba_ray/shell/condabin/conda-hook.ps1
no change     /proj/gaia/RayDT/mamba_ray/lib/python3.10/site-packages/xontrib/conda.xsh
no change     /proj/gaia/RayDT/mamba_ray/etc/profile.d/conda.csh
no change     /home/x_yifji/.bashrc
No action taken.
config =  {'env_index': 3, 'add_type_loss': True, 'eval_from': None, 'test_seed': 42, 'test_data': 'test', 'Tx_id': 0, 'allTx': True, 'Rx_id': None, 'Rx1_id': None, 'Rx2_id': None, 'debug_path_flag': False, 'path_id': 6, 'add_noise': False, 'optim_load': False, 'small_batch': False, 'big_batch': False, 'debug': False, 'produce_fig': False, 'wandb': True, 'replot_baseline_only': False, 'Ofunc': False, 'noise_sample': 20, 'path': None, 'data_postfix': '', 'data_prefix': 'allTx', 'gen_func': <function gen_data_sample_across_rx at 0x14856003cd30>}
========== Training config ==========
Found matching repo for training dataset: allTx_HFds__noise_20__20240821_021540_env_index_3
========== loading Data from /proj/gaia/RayDT/dataset/processed_data/trainwoAug/all_Tx_data/allTx_HFds__noise_20__20240821_021540_env_index_3 ==========
========== Training Data is loaded ==========
Type loss is added
========== Model is initialized ==========
{'loss': 1.6172, 'grad_norm': 3.6044299602508545, 'learning_rate': 1.951219512195122e-06, 'epoch': 0.98}
{'loss': -0.8512, 'grad_norm': 1.1617976427078247, 'learning_rate': 3.3170731707317074e-05, 'epoch': 16.59}
{'loss': -0.9977, 'grad_norm': 1.1412886381149292, 'learning_rate': 3.512195121951219e-05, 'epoch': 17.56}
{'loss': -1.1272, 'grad_norm': 1.2974616289138794, 'learning_rate': 3.707317073170732e-05, 'epoch': 18.54}
{'loss': -1.2549, 'grad_norm': 1.2094814777374268, 'learning_rate': 3.9024390243902444e-05, 'epoch': 19.51}
{'loss': -1.3635, 'grad_norm': 1.8417054414749146, 'learning_rate': 4.097560975609756e-05, 'epoch': 20.49}
{'loss': -1.4459, 'grad_norm': 2.335507869720459, 'learning_rate': 4.292682926829268e-05, 'epoch': 21.46}
{'loss': -1.5186, 'grad_norm': 2.8802850246429443, 'learning_rate': 4.487804878048781e-05, 'epoch': 22.44}
{'loss': -1.5858, 'grad_norm': 2.1166229248046875, 'learning_rate': 4.682926829268293e-05, 'epoch': 23.41}
{'loss': -1.6474, 'grad_norm': 3.1141347885131836, 'learning_rate': 4.878048780487805e-05, 'epoch': 24.39}
{'loss': -1.7002, 'grad_norm': 3.0624029636383057, 'learning_rate': 5.073170731707318e-05, 'epoch': 25.37}
{'loss': -1.7461, 'grad_norm': 5.3007402420043945, 'learning_rate': 5.2682926829268296e-05, 'epoch': 26.34}
{'loss': -1.7916, 'grad_norm': 2.714177131652832, 'learning_rate': 5.463414634146342e-05, 'epoch': 27.32}
{'loss': -1.8306, 'grad_norm': 4.73301887512207, 'learning_rate': 5.6585365853658533e-05, 'epoch': 28.29}
{'loss': -1.8659, 'grad_norm': 4.847961902618408, 'learning_rate': 5.853658536585366e-05, 'epoch': 29.27}
{'loss': -1.9006, 'grad_norm': 5.065347194671631, 'learning_rate': 6.0487804878048785e-05, 'epoch': 30.24}
{'loss': -1.9332, 'grad_norm': 3.4464900493621826, 'learning_rate': 6.243902439024391e-05, 'epoch': 31.22}
{'loss': -1.9673, 'grad_norm': 6.637836456298828, 'learning_rate': 6.439024390243903e-05, 'epoch': 32.2}
{'loss': -1.9953, 'grad_norm': 6.5761590003967285, 'learning_rate': 6.634146341463415e-05, 'epoch': 33.17}
{'loss': -2.0238, 'grad_norm': 4.582743167877197, 'learning_rate': 6.829268292682928e-05, 'epoch': 34.15}
{'loss': -2.0511, 'grad_norm': 3.9819722175598145, 'learning_rate': 7.024390243902439e-05, 'epoch': 35.12}
{'loss': -2.0741, 'grad_norm': 6.581189155578613, 'learning_rate': 7.219512195121952e-05, 'epoch': 36.1}
{'loss': -2.0967, 'grad_norm': 4.355240821838379, 'learning_rate': 7.414634146341464e-05, 'epoch': 37.07}
{'loss': -2.119, 'grad_norm': 7.68046760559082, 'learning_rate': 7.609756097560976e-05, 'epoch': 38.05}
{'loss': -2.1382, 'grad_norm': 8.853219032287598, 'learning_rate': 7.804878048780489e-05, 'epoch': 39.02}
{'loss': -2.1555, 'grad_norm': 9.497077941894531, 'learning_rate': 8e-05, 'epoch': 40.0}
{'loss': -2.174, 'grad_norm': 6.651915073394775, 'learning_rate': 8.195121951219513e-05, 'epoch': 40.98}
{'loss': -2.1961, 'grad_norm': 6.652604103088379, 'learning_rate': 8.390243902439024e-05, 'epoch': 41.95}
{'loss': -2.2172, 'grad_norm': 6.437252521514893, 'learning_rate': 8.585365853658536e-05, 'epoch': 42.93}
{'loss': -2.2379, 'grad_norm': 6.105708122253418, 'learning_rate': 8.78048780487805e-05, 'epoch': 43.9}
{'loss': -2.2531, 'grad_norm': 10.964198112487793, 'learning_rate': 8.975609756097561e-05, 'epoch': 44.88}
{'loss': -2.2725, 'grad_norm': 6.523324489593506, 'learning_rate': 9.170731707317075e-05, 'epoch': 45.85}
{'loss': -2.2906, 'grad_norm': 9.551987648010254, 'learning_rate': 9.365853658536587e-05, 'epoch': 46.83}
{'loss': -2.3024, 'grad_norm': 10.878727912902832, 'learning_rate': 9.560975609756097e-05, 'epoch': 47.8}
{'loss': -2.3235, 'grad_norm': 12.006832122802734, 'learning_rate': 9.75609756097561e-05, 'epoch': 48.78}
{'loss': -2.338, 'grad_norm': 14.36683464050293, 'learning_rate': 9.951219512195122e-05, 'epoch': 49.76}
{'loss': -2.3518, 'grad_norm': 10.577509880065918, 'learning_rate': 9.983739837398374e-05, 'epoch': 50.73}
{'loss': -2.3615, 'grad_norm': 11.521294593811035, 'learning_rate': 9.962059620596207e-05, 'epoch': 51.71}
{'loss': -2.3747, 'grad_norm': 13.267454147338867, 'learning_rate': 9.940379403794038e-05, 'epoch': 52.68}
{'loss': -2.3925, 'grad_norm': 4.884554862976074, 'learning_rate': 9.91869918699187e-05, 'epoch': 53.66}
{'loss': -2.4087, 'grad_norm': 10.175626754760742, 'learning_rate': 9.897018970189702e-05, 'epoch': 54.63}
{'loss': -2.4198, 'grad_norm': 15.401127815246582, 'learning_rate': 9.875338753387535e-05, 'epoch': 55.61}
{'loss': -2.433, 'grad_norm': 14.687933921813965, 'learning_rate': 9.853658536585366e-05, 'epoch': 56.59}
{'loss': -2.4432, 'grad_norm': 19.82588768005371, 'learning_rate': 9.831978319783198e-05, 'epoch': 57.56}
{'loss': -2.4568, 'grad_norm': 7.509826183319092, 'learning_rate': 9.81029810298103e-05, 'epoch': 58.54}
{'loss': -2.473, 'grad_norm': 12.73213005065918, 'learning_rate': 9.788617886178862e-05, 'epoch': 59.51}
{'loss': -2.4805, 'grad_norm': 9.462841033935547, 'learning_rate': 9.766937669376695e-05, 'epoch': 60.49}
{'loss': -2.4933, 'grad_norm': 11.81888484954834, 'learning_rate': 9.745257452574527e-05, 'epoch': 61.46}
{'loss': -2.5073, 'grad_norm': 17.52220344543457, 'learning_rate': 9.723577235772358e-05, 'epoch': 62.44}
{'loss': -2.5126, 'grad_norm': 19.38705062866211, 'learning_rate': 9.701897018970189e-05, 'epoch': 63.41}
{'loss': -2.5228, 'grad_norm': 12.408072471618652, 'learning_rate': 9.680216802168021e-05, 'epoch': 64.39}
{'loss': -2.5324, 'grad_norm': 12.954733848571777, 'learning_rate': 9.658536585365854e-05, 'epoch': 65.37}
{'loss': -2.5444, 'grad_norm': 17.928308486938477, 'learning_rate': 9.636856368563686e-05, 'epoch': 66.34}
{'loss': -2.5567, 'grad_norm': 15.048675537109375, 'learning_rate': 9.615176151761518e-05, 'epoch': 67.32}
{'loss': -2.5692, 'grad_norm': 19.716394424438477, 'learning_rate': 9.59349593495935e-05, 'epoch': 68.29}
{'loss': -2.5798, 'grad_norm': 10.177227973937988, 'learning_rate': 9.571815718157182e-05, 'epoch': 69.27}
{'loss': -2.5894, 'grad_norm': 19.803701400756836, 'learning_rate': 9.550135501355014e-05, 'epoch': 70.24}
{'loss': -2.596, 'grad_norm': 16.229999542236328, 'learning_rate': 9.528455284552846e-05, 'epoch': 71.22}
{'loss': -2.6114, 'grad_norm': 11.569313049316406, 'learning_rate': 9.506775067750679e-05, 'epoch': 72.2}
{'loss': -2.6131, 'grad_norm': 18.388280868530273, 'learning_rate': 9.485094850948511e-05, 'epoch': 73.17}
{'loss': -2.6307, 'grad_norm': 14.166065216064453, 'learning_rate': 9.463414634146342e-05, 'epoch': 74.15}
{'loss': -2.6393, 'grad_norm': 17.615161895751953, 'learning_rate': 9.441734417344174e-05, 'epoch': 75.12}
{'loss': -2.6484, 'grad_norm': 16.794687271118164, 'learning_rate': 9.420054200542005e-05, 'epoch': 76.1}
{'loss': -2.6555, 'grad_norm': 13.73437213897705, 'learning_rate': 9.398373983739837e-05, 'epoch': 77.07}
{'loss': -2.6638, 'grad_norm': 19.142438888549805, 'learning_rate': 9.37669376693767e-05, 'epoch': 78.05}
{'loss': -2.6693, 'grad_norm': 15.941726684570312, 'learning_rate': 9.355013550135502e-05, 'epoch': 79.02}
{'loss': -2.6803, 'grad_norm': 12.874756813049316, 'learning_rate': 9.333333333333334e-05, 'epoch': 80.0}
{'loss': -2.6827, 'grad_norm': 13.37071704864502, 'learning_rate': 9.311653116531167e-05, 'epoch': 80.98}
{'loss': -2.6971, 'grad_norm': 19.906387329101562, 'learning_rate': 9.289972899728998e-05, 'epoch': 81.95}
{'loss': -2.7064, 'grad_norm': 15.605234146118164, 'learning_rate': 9.26829268292683e-05, 'epoch': 82.93}
{'loss': -2.7152, 'grad_norm': 10.757668495178223, 'learning_rate': 9.246612466124661e-05, 'epoch': 83.9}
{'loss': -2.7209, 'grad_norm': 16.095706939697266, 'learning_rate': 9.224932249322493e-05, 'epoch': 84.88}
{'loss': -2.7263, 'grad_norm': 7.357235431671143, 'learning_rate': 9.203252032520325e-05, 'epoch': 85.85}
{'loss': -2.7363, 'grad_norm': 12.907356262207031, 'learning_rate': 9.181571815718158e-05, 'epoch': 86.83}
{'loss': -2.73, 'grad_norm': 23.866926193237305, 'learning_rate': 9.15989159891599e-05, 'epoch': 87.8}
{'loss': -2.7461, 'grad_norm': 7.745752334594727, 'learning_rate': 9.138211382113821e-05, 'epoch': 88.78}
{'loss': -2.753, 'grad_norm': 16.3887939453125, 'learning_rate': 9.116531165311653e-05, 'epoch': 89.76}
{'loss': -2.7653, 'grad_norm': 12.826334953308105, 'learning_rate': 9.094850948509486e-05, 'epoch': 90.73}
{'loss': -2.771, 'grad_norm': 15.172837257385254, 'learning_rate': 9.073170731707318e-05, 'epoch': 91.71}
{'loss': -2.7832, 'grad_norm': 16.162965774536133, 'learning_rate': 9.05149051490515e-05, 'epoch': 92.68}
{'loss': -2.7862, 'grad_norm': 11.543188095092773, 'learning_rate': 9.029810298102981e-05, 'epoch': 93.66}
{'loss': -2.7973, 'grad_norm': 15.46430492401123, 'learning_rate': 9.008130081300812e-05, 'epoch': 94.63}
{'loss': -2.804, 'grad_norm': 22.664037704467773, 'learning_rate': 8.986449864498645e-05, 'epoch': 95.61}
{'loss': -2.8134, 'grad_norm': 18.299652099609375, 'learning_rate': 8.964769647696477e-05, 'epoch': 96.59}
{'loss': -2.8006, 'grad_norm': 20.981962203979492, 'learning_rate': 8.943089430894309e-05, 'epoch': 97.56}
{'loss': -2.8222, 'grad_norm': 15.037556648254395, 'learning_rate': 8.921409214092142e-05, 'epoch': 98.54}
{'loss': -2.8264, 'grad_norm': 22.081003189086914, 'learning_rate': 8.899728997289974e-05, 'epoch': 99.51}
{'loss': -2.8352, 'grad_norm': 19.864402770996094, 'learning_rate': 8.878048780487805e-05, 'epoch': 100.49}
{'loss': -2.84, 'grad_norm': 19.849889755249023, 'learning_rate': 8.856368563685637e-05, 'epoch': 101.46}
{'loss': -2.8461, 'grad_norm': 15.143111228942871, 'learning_rate': 8.83468834688347e-05, 'epoch': 102.44}
{'loss': -2.8487, 'grad_norm': 14.588603973388672, 'learning_rate': 8.813008130081302e-05, 'epoch': 103.41}
{'loss': -2.8556, 'grad_norm': 15.343716621398926, 'learning_rate': 8.791327913279134e-05, 'epoch': 104.39}
{'loss': -2.8568, 'grad_norm': 18.70630645751953, 'learning_rate': 8.769647696476965e-05, 'epoch': 105.37}
{'loss': -2.8624, 'grad_norm': 16.112401962280273, 'learning_rate': 8.747967479674797e-05, 'epoch': 106.34}
{'loss': -2.8711, 'grad_norm': 13.76744556427002, 'learning_rate': 8.726287262872628e-05, 'epoch': 107.32}
{'loss': -2.8776, 'grad_norm': 9.864651679992676, 'learning_rate': 8.70460704607046e-05, 'epoch': 108.29}
{'loss': -2.8805, 'grad_norm': 19.937131881713867, 'learning_rate': 8.682926829268293e-05, 'epoch': 109.27}
{'loss': -2.8884, 'grad_norm': 23.41668128967285, 'learning_rate': 8.661246612466125e-05, 'epoch': 110.24}
{'loss': -2.8964, 'grad_norm': 14.820497512817383, 'learning_rate': 8.639566395663958e-05, 'epoch': 111.22}
{'loss': -2.9016, 'grad_norm': 18.81389045715332, 'learning_rate': 8.61788617886179e-05, 'epoch': 112.2}
{'loss': -2.9079, 'grad_norm': 20.122879028320312, 'learning_rate': 8.596205962059621e-05, 'epoch': 113.17}
{'loss': -2.9142, 'grad_norm': 15.422113418579102, 'learning_rate': 8.574525745257453e-05, 'epoch': 114.15}
{'loss': -2.9086, 'grad_norm': 10.210394859313965, 'learning_rate': 8.552845528455284e-05, 'epoch': 115.12}
{'loss': -2.9235, 'grad_norm': 20.690046310424805, 'learning_rate': 8.531165311653116e-05, 'epoch': 116.1}
{'loss': -2.9259, 'grad_norm': 21.885766983032227, 'learning_rate': 8.509485094850949e-05, 'epoch': 117.07}
{'loss': -2.9319, 'grad_norm': 11.762872695922852, 'learning_rate': 8.487804878048781e-05, 'epoch': 118.05}
{'loss': -2.9268, 'grad_norm': 15.098843574523926, 'learning_rate': 8.466124661246613e-05, 'epoch': 119.02}
{'loss': -2.9322, 'grad_norm': 33.14922332763672, 'learning_rate': 8.444444444444444e-05, 'epoch': 120.0}
{'loss': -2.9407, 'grad_norm': 18.866308212280273, 'learning_rate': 8.422764227642277e-05, 'epoch': 120.98}
{'loss': -2.9454, 'grad_norm': 12.777437210083008, 'learning_rate': 8.401084010840109e-05, 'epoch': 121.95}
{'loss': -2.9521, 'grad_norm': 19.24863624572754, 'learning_rate': 8.379403794037941e-05, 'epoch': 122.93}
{'loss': -2.9586, 'grad_norm': 21.185745239257812, 'learning_rate': 8.357723577235774e-05, 'epoch': 123.9}
{'loss': -2.9624, 'grad_norm': 21.682939529418945, 'learning_rate': 8.336043360433606e-05, 'epoch': 124.88}
{'loss': -2.9659, 'grad_norm': 22.867095947265625, 'learning_rate': 8.314363143631437e-05, 'epoch': 125.85}
{'loss': -2.9645, 'grad_norm': 23.201461791992188, 'learning_rate': 8.292682926829268e-05, 'epoch': 126.83}
{'loss': -2.9731, 'grad_norm': 16.56919288635254, 'learning_rate': 8.2710027100271e-05, 'epoch': 127.8}
{'loss': -2.9722, 'grad_norm': 19.474441528320312, 'learning_rate': 8.249322493224932e-05, 'epoch': 128.78}
{'loss': -2.9718, 'grad_norm': 22.68048858642578, 'learning_rate': 8.227642276422765e-05, 'epoch': 129.76}
{'loss': -2.9876, 'grad_norm': 11.898886680603027, 'learning_rate': 8.205962059620597e-05, 'epoch': 130.73}
{'loss': -2.9902, 'grad_norm': 16.134845733642578, 'learning_rate': 8.184281842818428e-05, 'epoch': 131.71}
{'loss': -2.993, 'grad_norm': 15.041205406188965, 'learning_rate': 8.16260162601626e-05, 'epoch': 132.68}
{'loss': -2.9998, 'grad_norm': 20.121517181396484, 'learning_rate': 8.140921409214093e-05, 'epoch': 133.66}
{'loss': -3.0032, 'grad_norm': 24.507844924926758, 'learning_rate': 8.119241192411925e-05, 'epoch': 134.63}
{'loss': -3.0046, 'grad_norm': 24.157581329345703, 'learning_rate': 8.097560975609757e-05, 'epoch': 135.61}
{'loss': -3.0106, 'grad_norm': 31.232664108276367, 'learning_rate': 8.075880758807588e-05, 'epoch': 136.59}
{'loss': -3.0127, 'grad_norm': 12.311556816101074, 'learning_rate': 8.05420054200542e-05, 'epoch': 137.56}
{'loss': -3.0171, 'grad_norm': 17.858314514160156, 'learning_rate': 8.032520325203252e-05, 'epoch': 138.54}
{'loss': -3.0299, 'grad_norm': 13.851792335510254, 'learning_rate': 8.010840108401084e-05, 'epoch': 139.51}
{'loss': -3.0284, 'grad_norm': 28.07064437866211, 'learning_rate': 7.989159891598916e-05, 'epoch': 140.49}
{'loss': -3.0357, 'grad_norm': 27.39476203918457, 'learning_rate': 7.967479674796748e-05, 'epoch': 141.46}
{'loss': -3.0338, 'grad_norm': 20.528156280517578, 'learning_rate': 7.945799457994581e-05, 'epoch': 142.44}
{'loss': -3.0438, 'grad_norm': 21.176870346069336, 'learning_rate': 7.924119241192413e-05, 'epoch': 143.41}
{'loss': -3.0489, 'grad_norm': 13.12691593170166, 'learning_rate': 7.902439024390244e-05, 'epoch': 144.39}
{'loss': -3.0468, 'grad_norm': 28.87047004699707, 'learning_rate': 7.880758807588076e-05, 'epoch': 145.37}
{'loss': -3.0611, 'grad_norm': 15.654387474060059, 'learning_rate': 7.859078590785907e-05, 'epoch': 146.34}
{'loss': -3.0624, 'grad_norm': 17.46693229675293, 'learning_rate': 7.83739837398374e-05, 'epoch': 147.32}
{'loss': -3.0647, 'grad_norm': 27.795753479003906, 'learning_rate': 7.815718157181572e-05, 'epoch': 148.29}
{'loss': -3.0696, 'grad_norm': 20.303071975708008, 'learning_rate': 7.794037940379404e-05, 'epoch': 149.27}
{'loss': -3.0698, 'grad_norm': 19.986753463745117, 'learning_rate': 7.772357723577237e-05, 'epoch': 150.24}
{'loss': -3.0735, 'grad_norm': 17.921010971069336, 'learning_rate': 7.750677506775068e-05, 'epoch': 151.22}
{'loss': -3.0722, 'grad_norm': 14.541814804077148, 'learning_rate': 7.7289972899729e-05, 'epoch': 152.2}
{'loss': -3.0811, 'grad_norm': 21.59446144104004, 'learning_rate': 7.707317073170732e-05, 'epoch': 153.17}
{'loss': -3.0846, 'grad_norm': 20.8542423248291, 'learning_rate': 7.685636856368564e-05, 'epoch': 154.15}
{'loss': -3.0876, 'grad_norm': 13.556601524353027, 'learning_rate': 7.663956639566397e-05, 'epoch': 155.12}
{'loss': -3.0887, 'grad_norm': 29.524181365966797, 'learning_rate': 7.642276422764229e-05, 'epoch': 156.1}
{'loss': -3.0917, 'grad_norm': 24.865097045898438, 'learning_rate': 7.62059620596206e-05, 'epoch': 157.07}
{'loss': -3.1042, 'grad_norm': 12.25766658782959, 'learning_rate': 7.598915989159891e-05, 'epoch': 158.05}
{'loss': -3.0982, 'grad_norm': 26.173389434814453, 'learning_rate': 7.577235772357723e-05, 'epoch': 159.02}
{'loss': -3.1071, 'grad_norm': 33.9092903137207, 'learning_rate': 7.555555555555556e-05, 'epoch': 160.0}
{'loss': -3.1118, 'grad_norm': 27.5508975982666, 'learning_rate': 7.533875338753388e-05, 'epoch': 160.98}
{'loss': -3.1152, 'grad_norm': 23.090486526489258, 'learning_rate': 7.51219512195122e-05, 'epoch': 161.95}
{'loss': -3.1192, 'grad_norm': 26.37961196899414, 'learning_rate': 7.490514905149053e-05, 'epoch': 162.93}
{'loss': -3.1233, 'grad_norm': 28.615400314331055, 'learning_rate': 7.468834688346884e-05, 'epoch': 163.9}
{'loss': -3.1092, 'grad_norm': 15.8755521774292, 'learning_rate': 7.447154471544716e-05, 'epoch': 164.88}
{'loss': -3.1291, 'grad_norm': 17.392454147338867, 'learning_rate': 7.425474254742548e-05, 'epoch': 165.85}
{'loss': -3.1262, 'grad_norm': 28.569318771362305, 'learning_rate': 7.40379403794038e-05, 'epoch': 166.83}
{'loss': -3.1298, 'grad_norm': 24.71831703186035, 'learning_rate': 7.382113821138211e-05, 'epoch': 167.8}
{'loss': -3.1377, 'grad_norm': 11.789530754089355, 'learning_rate': 7.360433604336044e-05, 'epoch': 168.78}
{'loss': -3.1319, 'grad_norm': 25.62811851501465, 'learning_rate': 7.338753387533876e-05, 'epoch': 169.76}
{'loss': -3.1454, 'grad_norm': 31.32286262512207, 'learning_rate': 7.317073170731707e-05, 'epoch': 170.73}
{'loss': -3.1472, 'grad_norm': 21.9822998046875, 'learning_rate': 7.29539295392954e-05, 'epoch': 171.71}
{'loss': -3.151, 'grad_norm': 40.61338806152344, 'learning_rate': 7.273712737127372e-05, 'epoch': 172.68}
{'loss': -3.1521, 'grad_norm': 27.81392478942871, 'learning_rate': 7.252032520325204e-05, 'epoch': 173.66}
{'loss': -3.1518, 'grad_norm': 27.072126388549805, 'learning_rate': 7.230352303523036e-05, 'epoch': 174.63}
{'loss': -3.1433, 'grad_norm': 32.83946990966797, 'learning_rate': 7.208672086720867e-05, 'epoch': 175.61}
{'loss': -3.1625, 'grad_norm': 19.724956512451172, 'learning_rate': 7.1869918699187e-05, 'epoch': 176.59}
{'loss': -3.1614, 'grad_norm': 23.111957550048828, 'learning_rate': 7.16531165311653e-05, 'epoch': 177.56}
{'loss': -3.1715, 'grad_norm': 20.090286254882812, 'learning_rate': 7.143631436314363e-05, 'epoch': 178.54}
{'loss': -3.1755, 'grad_norm': 17.224164962768555, 'learning_rate': 7.121951219512195e-05, 'epoch': 179.51}
{'loss': -3.1781, 'grad_norm': 17.978404998779297, 'learning_rate': 7.100271002710027e-05, 'epoch': 180.49}
{'loss': -3.1719, 'grad_norm': 17.649860382080078, 'learning_rate': 7.07859078590786e-05, 'epoch': 181.46}
{'loss': -3.1789, 'grad_norm': 14.059761047363281, 'learning_rate': 7.056910569105691e-05, 'epoch': 182.44}
{'loss': -3.1817, 'grad_norm': 39.61582565307617, 'learning_rate': 7.035230352303523e-05, 'epoch': 183.41}
{'loss': -3.1689, 'grad_norm': 24.42755699157715, 'learning_rate': 7.013550135501355e-05, 'epoch': 184.39}
{'loss': -3.1818, 'grad_norm': 27.00668716430664, 'learning_rate': 6.991869918699188e-05, 'epoch': 185.37}
{'loss': -3.1943, 'grad_norm': 28.4304256439209, 'learning_rate': 6.97018970189702e-05, 'epoch': 186.34}
{'loss': -3.1971, 'grad_norm': 25.2740478515625, 'learning_rate': 6.948509485094852e-05, 'epoch': 187.32}
{'loss': -3.2025, 'grad_norm': 20.924165725708008, 'learning_rate': 6.926829268292683e-05, 'epoch': 188.29}
{'loss': -3.2025, 'grad_norm': 13.485960006713867, 'learning_rate': 6.905149051490514e-05, 'epoch': 189.27}
{'loss': -3.2035, 'grad_norm': 30.172163009643555, 'learning_rate': 6.883468834688347e-05, 'epoch': 190.24}
{'loss': -3.2071, 'grad_norm': 13.993494987487793, 'learning_rate': 6.861788617886179e-05, 'epoch': 191.22}
{'loss': -3.2056, 'grad_norm': 24.12508201599121, 'learning_rate': 6.840108401084011e-05, 'epoch': 192.2}
{'loss': -3.2141, 'grad_norm': 35.17877197265625, 'learning_rate': 6.818428184281843e-05, 'epoch': 193.17}
{'loss': -3.2093, 'grad_norm': 15.305874824523926, 'learning_rate': 6.796747967479676e-05, 'epoch': 194.15}
{'loss': -3.2181, 'grad_norm': 23.709407806396484, 'learning_rate': 6.775067750677507e-05, 'epoch': 195.12}
{'loss': -3.226, 'grad_norm': 14.01584243774414, 'learning_rate': 6.753387533875339e-05, 'epoch': 196.1}
{'loss': -3.2238, 'grad_norm': 22.978200912475586, 'learning_rate': 6.731707317073171e-05, 'epoch': 197.07}
