Starting time: Thu Aug 22 19:44:39 CEST 2024
no change     /proj/gaia/RayDT/mamba_ray/condabin/conda
no change     /proj/gaia/RayDT/mamba_ray/bin/conda
no change     /proj/gaia/RayDT/mamba_ray/bin/conda-env
no change     /proj/gaia/RayDT/mamba_ray/bin/activate
no change     /proj/gaia/RayDT/mamba_ray/bin/deactivate
no change     /proj/gaia/RayDT/mamba_ray/etc/profile.d/conda.sh
no change     /proj/gaia/RayDT/mamba_ray/etc/fish/conf.d/conda.fish
no change     /proj/gaia/RayDT/mamba_ray/shell/condabin/Conda.psm1
no change     /proj/gaia/RayDT/mamba_ray/shell/condabin/conda-hook.ps1
no change     /proj/gaia/RayDT/mamba_ray/lib/python3.10/site-packages/xontrib/conda.xsh
no change     /proj/gaia/RayDT/mamba_ray/etc/profile.d/conda.csh
no change     /home/x_yifji/.bashrc
No action taken.
config =  {'env_index': 4, 'add_surface_index': False, 'eval_from': None, 'test_seed': 42, 'test_data': 'test', 'Tx_id': 0, 'allTx': True, 'Rx_id': None, 'Rx1_id': None, 'Rx2_id': None, 'debug_path_flag': False, 'path_id': 6, 'add_noise': False, 'optim_load': False, 'small_batch': False, 'big_batch': False, 'debug': False, 'produce_fig': False, 'wandb': True, 'replot_baseline_only': False, 'Ofunc': False, 'noise_sample': 20, 'path': None, 'data_postfix': '', 'data_prefix': 'allTx', 'gen_func': <function gen_data_sample_across_rx at 0x15136b3dcd30>}
========== Training config ==========
Found matching repo for training dataset: allTx_HFds__noise_20__20240821_021540_env_index_4
========== loading Data from /proj/gaia/RayDT/dataset/processed_data/trainwoAug/all_Tx_data/allTx_HFds__noise_20__20240821_021540_env_index_4 ==========
========== Training Data is loaded ==========
========== Model is initialized ==========
{'loss': -0.2334, 'grad_norm': 2.527100086212158, 'learning_rate': 1.86046511627907e-06, 'epoch': 0.93}
{'loss': -2.9751, 'grad_norm': 13.638108253479004, 'learning_rate': 9.664082687338501e-05, 'epoch': 65.12}
{'loss': -2.9841, 'grad_norm': 14.765935897827148, 'learning_rate': 9.643410852713179e-05, 'epoch': 66.05}
{'loss': -2.978, 'grad_norm': 25.031185150146484, 'learning_rate': 9.622739018087856e-05, 'epoch': 66.98}
{'loss': -2.992, 'grad_norm': 17.083362579345703, 'learning_rate': 9.602067183462533e-05, 'epoch': 67.91}
{'loss': -3.0024, 'grad_norm': 10.166427612304688, 'learning_rate': 9.58139534883721e-05, 'epoch': 68.84}
{'loss': -3.0183, 'grad_norm': 10.014169692993164, 'learning_rate': 9.560723514211886e-05, 'epoch': 69.77}
{'loss': -3.0228, 'grad_norm': 19.695341110229492, 'learning_rate': 9.540051679586564e-05, 'epoch': 70.7}
{'loss': -3.0294, 'grad_norm': 10.963624000549316, 'learning_rate': 9.51937984496124e-05, 'epoch': 71.63}
{'loss': -3.0339, 'grad_norm': 17.964365005493164, 'learning_rate': 9.498708010335918e-05, 'epoch': 72.56}
{'loss': -3.044, 'grad_norm': 14.079039573669434, 'learning_rate': 9.478036175710596e-05, 'epoch': 73.49}
{'loss': -3.0542, 'grad_norm': 14.385347366333008, 'learning_rate': 9.457364341085272e-05, 'epoch': 74.42}
{'loss': -3.0493, 'grad_norm': 24.464784622192383, 'learning_rate': 9.436692506459949e-05, 'epoch': 75.35}
{'loss': -3.0602, 'grad_norm': 21.307992935180664, 'learning_rate': 9.416020671834625e-05, 'epoch': 76.28}
{'loss': -3.0694, 'grad_norm': 24.175857543945312, 'learning_rate': 9.395348837209302e-05, 'epoch': 77.21}
{'loss': -3.0753, 'grad_norm': 27.06595802307129, 'learning_rate': 9.37467700258398e-05, 'epoch': 78.14}
{'loss': -3.0819, 'grad_norm': 18.971620559692383, 'learning_rate': 9.354005167958657e-05, 'epoch': 79.07}
{'loss': -3.0875, 'grad_norm': 21.04436683654785, 'learning_rate': 9.333333333333334e-05, 'epoch': 80.0}
{'loss': -3.0947, 'grad_norm': 30.233247756958008, 'learning_rate': 9.31266149870801e-05, 'epoch': 80.93}
{'loss': -3.0964, 'grad_norm': 21.8148250579834, 'learning_rate': 9.291989664082688e-05, 'epoch': 81.86}
{'loss': -3.1024, 'grad_norm': 26.080183029174805, 'learning_rate': 9.271317829457365e-05, 'epoch': 82.79}
{'loss': -3.1076, 'grad_norm': 19.5023193359375, 'learning_rate': 9.250645994832042e-05, 'epoch': 83.72}
{'loss': -3.1091, 'grad_norm': 13.985941886901855, 'learning_rate': 9.22997416020672e-05, 'epoch': 84.65}
{'loss': -3.1185, 'grad_norm': 12.697930335998535, 'learning_rate': 9.209302325581396e-05, 'epoch': 85.58}
{'loss': -3.1302, 'grad_norm': 19.60733985900879, 'learning_rate': 9.188630490956073e-05, 'epoch': 86.51}
{'loss': -3.1371, 'grad_norm': 14.058883666992188, 'learning_rate': 9.16795865633075e-05, 'epoch': 87.44}
{'loss': -3.1396, 'grad_norm': 20.229888916015625, 'learning_rate': 9.147286821705426e-05, 'epoch': 88.37}
{'loss': -3.1355, 'grad_norm': 16.7939395904541, 'learning_rate': 9.126614987080105e-05, 'epoch': 89.3}
{'loss': -3.1464, 'grad_norm': 11.980632781982422, 'learning_rate': 9.105943152454781e-05, 'epoch': 90.23}
{'loss': -3.1539, 'grad_norm': 29.68084144592285, 'learning_rate': 9.085271317829458e-05, 'epoch': 91.16}
{'loss': -3.1629, 'grad_norm': 16.767200469970703, 'learning_rate': 9.064599483204134e-05, 'epoch': 92.09}
{'loss': -3.1668, 'grad_norm': 22.983074188232422, 'learning_rate': 9.043927648578811e-05, 'epoch': 93.02}
{'loss': -3.1722, 'grad_norm': 24.902061462402344, 'learning_rate': 9.023255813953489e-05, 'epoch': 93.95}
{'loss': -3.1801, 'grad_norm': 21.353429794311523, 'learning_rate': 9.002583979328166e-05, 'epoch': 94.88}
{'loss': -3.1853, 'grad_norm': 17.177675247192383, 'learning_rate': 8.981912144702843e-05, 'epoch': 95.81}
{'loss': -3.1831, 'grad_norm': 18.734840393066406, 'learning_rate': 8.96124031007752e-05, 'epoch': 96.74}
{'loss': -3.1935, 'grad_norm': 12.092717170715332, 'learning_rate': 8.940568475452197e-05, 'epoch': 97.67}
{'loss': -3.1946, 'grad_norm': 19.18170166015625, 'learning_rate': 8.919896640826874e-05, 'epoch': 98.6}
{'loss': -3.202, 'grad_norm': 22.487577438354492, 'learning_rate': 8.89922480620155e-05, 'epoch': 99.53}
{'loss': -3.2088, 'grad_norm': 16.72412109375, 'learning_rate': 8.878552971576229e-05, 'epoch': 100.47}
{'loss': -3.2093, 'grad_norm': 27.246253967285156, 'learning_rate': 8.857881136950905e-05, 'epoch': 101.4}
{'loss': -3.2098, 'grad_norm': 27.97313117980957, 'learning_rate': 8.837209302325582e-05, 'epoch': 102.33}
{'loss': -3.218, 'grad_norm': 24.68324089050293, 'learning_rate': 8.816537467700259e-05, 'epoch': 103.26}
{'loss': -3.2194, 'grad_norm': 32.951622009277344, 'learning_rate': 8.795865633074935e-05, 'epoch': 104.19}
{'loss': -3.2268, 'grad_norm': 25.31167221069336, 'learning_rate': 8.775193798449613e-05, 'epoch': 105.12}
{'loss': -3.2283, 'grad_norm': 24.60665512084961, 'learning_rate': 8.75452196382429e-05, 'epoch': 106.05}
{'loss': -3.2383, 'grad_norm': 20.51894187927246, 'learning_rate': 8.733850129198967e-05, 'epoch': 106.98}
{'loss': -3.2407, 'grad_norm': 20.104766845703125, 'learning_rate': 8.713178294573645e-05, 'epoch': 107.91}
{'loss': -3.2443, 'grad_norm': 19.92534065246582, 'learning_rate': 8.69250645994832e-05, 'epoch': 108.84}
{'loss': -3.2504, 'grad_norm': 23.076616287231445, 'learning_rate': 8.671834625322998e-05, 'epoch': 109.77}
{'loss': -3.251, 'grad_norm': 26.077228546142578, 'learning_rate': 8.651162790697674e-05, 'epoch': 110.7}
{'loss': -3.2587, 'grad_norm': 18.737531661987305, 'learning_rate': 8.630490956072352e-05, 'epoch': 111.63}
{'loss': -3.2633, 'grad_norm': 23.38641357421875, 'learning_rate': 8.60981912144703e-05, 'epoch': 112.56}
{'loss': -3.269, 'grad_norm': 28.58144760131836, 'learning_rate': 8.589147286821706e-05, 'epoch': 113.49}
{'loss': -3.2744, 'grad_norm': 25.901845932006836, 'learning_rate': 8.568475452196383e-05, 'epoch': 114.42}
{'loss': -3.2696, 'grad_norm': 22.983232498168945, 'learning_rate': 8.547803617571059e-05, 'epoch': 115.35}
{'loss': -3.2755, 'grad_norm': 23.997644424438477, 'learning_rate': 8.527131782945736e-05, 'epoch': 116.28}
{'loss': -3.2823, 'grad_norm': 23.608234405517578, 'learning_rate': 8.506459948320415e-05, 'epoch': 117.21}
{'loss': -3.2875, 'grad_norm': 29.863969802856445, 'learning_rate': 8.485788113695091e-05, 'epoch': 118.14}
{'loss': -3.2922, 'grad_norm': 27.014169692993164, 'learning_rate': 8.465116279069768e-05, 'epoch': 119.07}
{'loss': -3.2946, 'grad_norm': 28.113731384277344, 'learning_rate': 8.444444444444444e-05, 'epoch': 120.0}
{'loss': -3.3054, 'grad_norm': 26.81800651550293, 'learning_rate': 8.423772609819122e-05, 'epoch': 120.93}
{'loss': -3.3043, 'grad_norm': 26.15593719482422, 'learning_rate': 8.403100775193799e-05, 'epoch': 121.86}
{'loss': -3.3075, 'grad_norm': 24.070068359375, 'learning_rate': 8.382428940568476e-05, 'epoch': 122.79}
{'loss': -3.3079, 'grad_norm': 30.07854652404785, 'learning_rate': 8.361757105943154e-05, 'epoch': 123.72}
{'loss': -3.3001, 'grad_norm': 43.433502197265625, 'learning_rate': 8.34108527131783e-05, 'epoch': 124.65}
{'loss': -3.3139, 'grad_norm': 25.98550033569336, 'learning_rate': 8.320413436692507e-05, 'epoch': 125.58}
{'loss': -3.3168, 'grad_norm': 29.88109016418457, 'learning_rate': 8.299741602067184e-05, 'epoch': 126.51}
{'loss': -3.3224, 'grad_norm': 28.669113159179688, 'learning_rate': 8.27906976744186e-05, 'epoch': 127.44}
{'loss': -3.3233, 'grad_norm': 29.449506759643555, 'learning_rate': 8.258397932816539e-05, 'epoch': 128.37}
{'loss': -3.326, 'grad_norm': 24.94667625427246, 'learning_rate': 8.237726098191215e-05, 'epoch': 129.3}
{'loss': -3.3297, 'grad_norm': 30.43854331970215, 'learning_rate': 8.217054263565892e-05, 'epoch': 130.23}
{'loss': -3.3318, 'grad_norm': 27.541812896728516, 'learning_rate': 8.19638242894057e-05, 'epoch': 131.16}
{'loss': -3.3423, 'grad_norm': 24.482070922851562, 'learning_rate': 8.175710594315245e-05, 'epoch': 132.09}
{'loss': -3.3437, 'grad_norm': 22.844032287597656, 'learning_rate': 8.155038759689923e-05, 'epoch': 133.02}
{'loss': -3.3489, 'grad_norm': 17.43750762939453, 'learning_rate': 8.1343669250646e-05, 'epoch': 133.95}
{'loss': -3.3511, 'grad_norm': 23.400503158569336, 'learning_rate': 8.113695090439277e-05, 'epoch': 134.88}
{'loss': -3.3612, 'grad_norm': 21.639131546020508, 'learning_rate': 8.093023255813953e-05, 'epoch': 135.81}
{'loss': -3.3645, 'grad_norm': 27.333263397216797, 'learning_rate': 8.072351421188631e-05, 'epoch': 136.74}
{'loss': -3.361, 'grad_norm': 28.837154388427734, 'learning_rate': 8.051679586563308e-05, 'epoch': 137.67}
{'loss': -3.3697, 'grad_norm': 25.852619171142578, 'learning_rate': 8.031007751937984e-05, 'epoch': 138.6}
{'loss': -3.3736, 'grad_norm': 19.568832397460938, 'learning_rate': 8.010335917312663e-05, 'epoch': 139.53}
{'loss': -3.3691, 'grad_norm': 14.563183784484863, 'learning_rate': 7.989664082687339e-05, 'epoch': 140.47}
{'loss': -3.3677, 'grad_norm': 27.130786895751953, 'learning_rate': 7.968992248062016e-05, 'epoch': 141.4}
{'loss': -3.3821, 'grad_norm': 31.174278259277344, 'learning_rate': 7.948320413436693e-05, 'epoch': 142.33}
{'loss': -3.3798, 'grad_norm': 26.152563095092773, 'learning_rate': 7.927648578811369e-05, 'epoch': 143.26}
{'loss': -3.3885, 'grad_norm': 23.76679801940918, 'learning_rate': 7.906976744186047e-05, 'epoch': 144.19}
{'loss': -3.3911, 'grad_norm': 27.43915367126465, 'learning_rate': 7.886304909560724e-05, 'epoch': 145.12}
{'loss': -3.3917, 'grad_norm': 29.537803649902344, 'learning_rate': 7.865633074935401e-05, 'epoch': 146.05}
{'loss': -3.3923, 'grad_norm': 17.10121726989746, 'learning_rate': 7.844961240310079e-05, 'epoch': 146.98}
{'loss': -3.3895, 'grad_norm': 26.145559310913086, 'learning_rate': 7.824289405684755e-05, 'epoch': 147.91}
{'loss': -3.4064, 'grad_norm': 30.855510711669922, 'learning_rate': 7.803617571059432e-05, 'epoch': 148.84}
{'loss': -3.4078, 'grad_norm': 35.96013259887695, 'learning_rate': 7.782945736434109e-05, 'epoch': 149.77}
{'loss': -3.4047, 'grad_norm': 31.58371353149414, 'learning_rate': 7.762273901808786e-05, 'epoch': 150.7}
{'loss': -3.4096, 'grad_norm': 29.630817413330078, 'learning_rate': 7.741602067183464e-05, 'epoch': 151.63}
{'loss': -3.4136, 'grad_norm': 35.38705825805664, 'learning_rate': 7.72093023255814e-05, 'epoch': 152.56}
{'loss': -3.4145, 'grad_norm': 19.587100982666016, 'learning_rate': 7.700258397932817e-05, 'epoch': 153.49}
{'loss': -3.4205, 'grad_norm': 30.833410263061523, 'learning_rate': 7.679586563307493e-05, 'epoch': 154.42}
{'loss': -3.4236, 'grad_norm': 25.217695236206055, 'learning_rate': 7.65891472868217e-05, 'epoch': 155.35}
{'loss': -3.4163, 'grad_norm': 28.127723693847656, 'learning_rate': 7.638242894056849e-05, 'epoch': 156.28}
{'loss': -3.4263, 'grad_norm': 30.757841110229492, 'learning_rate': 7.617571059431525e-05, 'epoch': 157.21}
{'loss': -3.4335, 'grad_norm': 19.696474075317383, 'learning_rate': 7.596899224806202e-05, 'epoch': 158.14}
{'loss': -3.433, 'grad_norm': 21.915494918823242, 'learning_rate': 7.576227390180878e-05, 'epoch': 159.07}
{'loss': -3.4317, 'grad_norm': 30.650232315063477, 'learning_rate': 7.555555555555556e-05, 'epoch': 160.0}
{'loss': -3.4215, 'grad_norm': 41.983154296875, 'learning_rate': 7.534883720930233e-05, 'epoch': 160.93}
{'loss': -3.4322, 'grad_norm': 34.00092697143555, 'learning_rate': 7.51421188630491e-05, 'epoch': 161.86}
{'loss': -3.4488, 'grad_norm': 22.80779457092285, 'learning_rate': 7.493540051679588e-05, 'epoch': 162.79}
{'loss': -3.4422, 'grad_norm': 33.358299255371094, 'learning_rate': 7.472868217054264e-05, 'epoch': 163.72}
{'loss': -3.4456, 'grad_norm': 40.33726119995117, 'learning_rate': 7.452196382428941e-05, 'epoch': 164.65}
{'loss': -3.4465, 'grad_norm': 38.31296157836914, 'learning_rate': 7.431524547803618e-05, 'epoch': 165.58}
{'loss': -3.4532, 'grad_norm': 33.05316162109375, 'learning_rate': 7.410852713178294e-05, 'epoch': 166.51}
{'loss': -3.455, 'grad_norm': 25.386566162109375, 'learning_rate': 7.390180878552973e-05, 'epoch': 167.44}
{'loss': -3.4597, 'grad_norm': 36.77897644042969, 'learning_rate': 7.369509043927649e-05, 'epoch': 168.37}
{'loss': -3.4564, 'grad_norm': 23.979860305786133, 'learning_rate': 7.348837209302326e-05, 'epoch': 169.3}
{'loss': -3.458, 'grad_norm': 26.39893913269043, 'learning_rate': 7.328165374677003e-05, 'epoch': 170.23}
{'loss': -3.4694, 'grad_norm': 18.334980010986328, 'learning_rate': 7.30749354005168e-05, 'epoch': 171.16}
{'loss': -3.4588, 'grad_norm': 31.563743591308594, 'learning_rate': 7.286821705426357e-05, 'epoch': 172.09}
{'loss': -3.466, 'grad_norm': 23.74945640563965, 'learning_rate': 7.266149870801034e-05, 'epoch': 173.02}
{'loss': -3.4689, 'grad_norm': 26.61096954345703, 'learning_rate': 7.245478036175711e-05, 'epoch': 173.95}
{'loss': -3.4773, 'grad_norm': 40.802978515625, 'learning_rate': 7.224806201550389e-05, 'epoch': 174.88}
{'loss': -3.476, 'grad_norm': 20.24275016784668, 'learning_rate': 7.204134366925065e-05, 'epoch': 175.81}
{'loss': -3.4808, 'grad_norm': 34.698219299316406, 'learning_rate': 7.183462532299742e-05, 'epoch': 176.74}
{'loss': -3.4876, 'grad_norm': 37.40876007080078, 'learning_rate': 7.162790697674418e-05, 'epoch': 177.67}
{'loss': -3.4832, 'grad_norm': 41.62940979003906, 'learning_rate': 7.142118863049097e-05, 'epoch': 178.6}
{'loss': -3.4884, 'grad_norm': 25.465593338012695, 'learning_rate': 7.121447028423773e-05, 'epoch': 179.53}
{'loss': -3.4915, 'grad_norm': 26.84219741821289, 'learning_rate': 7.10077519379845e-05, 'epoch': 180.47}
{'loss': -3.4853, 'grad_norm': 35.881614685058594, 'learning_rate': 7.080103359173127e-05, 'epoch': 181.4}
{'loss': -3.4922, 'grad_norm': 25.947492599487305, 'learning_rate': 7.059431524547803e-05, 'epoch': 182.33}
{'loss': -3.4955, 'grad_norm': 31.174577713012695, 'learning_rate': 7.03875968992248e-05, 'epoch': 183.26}
{'loss': -3.4937, 'grad_norm': 40.92367172241211, 'learning_rate': 7.018087855297158e-05, 'epoch': 184.19}
{'loss': -3.5003, 'grad_norm': 34.642784118652344, 'learning_rate': 6.997416020671835e-05, 'epoch': 185.12}
{'loss': -3.5039, 'grad_norm': 31.471139907836914, 'learning_rate': 6.976744186046513e-05, 'epoch': 186.05}
{'loss': -3.506, 'grad_norm': 32.432395935058594, 'learning_rate': 6.956072351421189e-05, 'epoch': 186.98}
{'loss': -3.5106, 'grad_norm': 33.06129455566406, 'learning_rate': 6.935400516795866e-05, 'epoch': 187.91}
{'loss': -3.5094, 'grad_norm': 29.43238639831543, 'learning_rate': 6.914728682170543e-05, 'epoch': 188.84}
